Student_ID,Full_Name,Date_of_Birth,Grade_Level,Emergency_Contact,Age,Age_Band,Has_Valid_Contact
S09655,Brianna Arnold Dvm,2007-07-22,Grade 5,Not Provided,17.0,15-19,True
S09656,Wesley Fields,2018-06-14,Grade 5,570.853.6293,7.0,0-14,True
S09657,David Shepherd,2012-06-09,Grade 4,(840)969-1969x992,13.0,0-14,True
S09658,Melanie Woods,2009-09-01,Grade 4,(696)854-4993x88866,15.0,15-19,True
S09659,Robert Sullivan,2015-12-05,Grade 2,895.237.0916x68534,9.0,0-14,True
S09660,Kenneth Dominguez,2015-01-22,Grade 5,(980)755-2055x793,10.0,0-14,True
S09661,Timothy Turner,2011-01-24,Grade 2,001-653-581-0994x5967,14.0,0-14,True
S09662,Ronald Rodriguez,2012-09-01,Grade 5,209.937.3327x7804,12.0,0-14,True
S09663,Robert Walker,2011-09-16,Grade 5,Not Provided,13.0,0-14,True
S09664,Stephanie Yates,2012-12-22,Grade 3,5406638149,12.0,0-14,True
S09665,Keith Miller,2008-04-11,Grade 2,001-874-389-2188x884,17.0,15-19,True
S09666,Russell Hudson,2012-07-02,Grade 5,+1-965-869-3635,12.0,0-14,True
S09667,Brenda Wood,2014-12-29,Grade 4,+1-711-656-5943,10.0,0-14,True
S09668,Mr. Steven Hall Phd,,Grade 5,830-339-2874x3925,,Unknown,True
S09669,Timothy Brown,2016-01-15,Grade 2,Not Provided,9.0,0-14,True
S09670,Michael White,2011-06-06,Grade 4,001-617-523-9642,14.0,0-14,True
S09671,Joseph Garrett,2016-09-12,Grade 5,5784586348,8.0,0-14,True
S09672,Hunter Rodriguez,2009-05-19,Grade 4,709-441-2061,16.0,15-19,True
S09673,Ashley Clarke,2017-08-08,Grade 1,413-767-9223x9903,7.0,0-14,True
S09674,Joseph White,2018-03-27,Grade 1,+1-220-826-3553,7.0,0-14,True
S09675,Jordan Phillips,,Grade 1,(481)262-3207x3141,,Unknown,True
S09676,Bryan Allen,,Grade 2,765-772-5099x585,,Unknown,True
S09677,Chad Rich,,Grade 2,+1-409-601-9371x1198,,Unknown,True
S09678,James Hinton,2014-01-10,Grade 3,Not Provided,11.0,0-14,True
S09679,Jeremiah Mccarthy,2018-04-24,Grade 2,(320)559-8054x28455,7.0,0-14,True
S09680,Christine Ramirez,,Grade 2,272.382.5095x5264,,Unknown,True
S09681,Garrett Fisher,2008-11-02,Grade 3,001-765-460-9061x8512,16.0,15-19,True
S09682,Jason Johnson,2006-06-27,Grade 2,001-815-679-6239,19.0,15-19,True
S09683,Thomas Rivas,2013-06-12,Grade 3,326-258-5473,12.0,0-14,True
S09684,Donald Park,2014-09-21,Grade 3,505-423-6558,10.0,0-14,True
S09685,Colleen Hansen,2016-05-02,Grade 3,+1-634-513-6700x6573,9.0,0-14,True
S09686,Mark Tucker,2014-07-06,Grade 1,232-392-4642x0317,10.0,0-14,True
S09687,Cheryl Howard,2011-03-24,Grade 4,(651)494-4714,14.0,0-14,True
S09688,John Long,,Grade 2,346.560.1131x5945,,Unknown,True
S09689,Nicholas Singh,2010-10-07,Grade 3,(980)420-7891,14.0,0-14,True
S09690,Alexis Jones,2014-06-18,Grade 1,390.833.9792,11.0,0-14,True
S09691,Laura Odonnell,2014-05-22,Grade 5,(616)338-0707x430,11.0,0-14,True
S09692,Jonathan Evans,,Grade 3,+1-370-318-8507x502,,Unknown,True
S09693,Thomas Terry,2007-11-26,Grade 1,330.499.0114x9070,17.0,15-19,True
S09694,Charles Campos,2010-04-24,Grade 2,456-610-6863x42225,15.0,15-19,True
S09695,Jamie Collins,2006-11-04,Grade 5,Not Provided,18.0,15-19,True
S09696,Marissa Hernandez,2019-02-18,Grade 4,001-569-904-5086x0535,6.0,0-14,True
S09697,Jason Hess,2007-09-16,Grade 3,+1-416-628-6842,17.0,15-19,True
S09698,Kristin Fry,2006-10-15,Grade 4,(699)318-6578x264,18.0,15-19,True
S09699,Mary Jackson,2006-11-03,Grade 5,927-804-6476x37124,18.0,15-19,True
S09700,Patricia Dalton,2007-12-21,Grade 5,+1-592-338-4763x80177,17.0,15-19,True
S09701,Jennifer Walker,2016-10-31,Grade 1,+1-939-662-2680x639,8.0,0-14,True
S09702,Jessica Lopez,2009-05-26,Grade 1,9262674850,16.0,15-19,True
S09703,Richard Hughes,2013-05-14,Grade 2,889-429-0747x648,12.0,0-14,True
S09704,Adam Carr,,Grade 2,Not Provided,,Unknown,True
S09705,Veronica Graham,2012-01-31,Grade 4,001-630-590-5178,13.0,0-14,True
S09706,Amber Gilmore,2010-04-03,Grade 2,393.537.5346,15.0,15-19,True
S09707,Jennifer Gonzalez,2015-04-02,Grade 4,Not Provided,10.0,0-14,True
S09708,Johnny Kelley,2016-11-27,Grade 3,+1-905-763-9193,8.0,0-14,True
S09709,Raven Wright,2016-11-01,Grade 3,001-687-904-1231x533,8.0,0-14,True
S09710,Christopher Smith,2013-09-14,Grade 1,001-770-311-8982,11.0,0-14,True
S09711,David Guerrero,2017-09-16,Grade 1,222.451.3548,7.0,0-14,True
S09712,David Thompson,2018-11-25,Grade 4,(786)550-6930x42024,6.0,0-14,True
S09713,Nathan Phillips,2015-01-10,Grade 2,001-363-206-0621x50713,10.0,0-14,True
S09714,Dr. Jason Hernandez,2006-05-30,Grade 2,001-327-738-0790x6207,19.0,15-19,True
S09715,Kim Rubio,2016-04-29,Grade 2,+1-307-603-8406x0289,9.0,0-14,True
S09716,Kelly Choi,2011-03-22,Grade 2,001-498-608-9077x411,14.0,0-14,True
S09717,Casey Garza,2009-05-27,Grade 5,(265)947-7664,16.0,15-19,True
S09718,Clinton Walker,2013-07-02,Grade 5,791.599.0164x82889,11.0,0-14,True
S09719,Tonya Hernandez,,Grade 4,811.725.5604,,Unknown,True
S09720,Steven Sawyer,2014-05-29,Grade 1,(801)221-5312x41415,11.0,0-14,True
S09721,Jessica Turner,2018-02-15,Grade 3,+1-949-872-0813x825,7.0,0-14,True
S09722,Brittany Freeman,2018-03-09,Grade 5,888.785.0730x86187,7.0,0-14,True
S09723,Kevin Johnson,2006-06-11,Grade 3,406-515-7036x79573,19.0,15-19,True
S09724,Gary Stevens,2016-08-22,Grade 5,923-741-6423x97913,8.0,0-14,True
S09725,Yesenia Williams,2008-01-02,Grade 3,+1-497-825-2400x6763,17.0,15-19,True
S09726,Julie Wilson,2012-11-16,Grade 1,828-864-0288x91582,12.0,0-14,True
S09727,Catherine Nelson,2013-01-11,Grade 5,6454504951,12.0,0-14,True
S09728,Levi Perez,2011-03-15,Grade 1,759.472.7893x71432,14.0,0-14,True
S09729,Lisa Turner,2011-05-28,Grade 3,422-551-9495,14.0,0-14,True
S09730,James Woodard,,Grade 3,265.347.7622x1546,,Unknown,True
S09731,Catherine Whitaker,2008-12-27,Grade 5,001-898-844-3092x7346,16.0,15-19,True
S09732,Dominique Lawrence,2009-04-29,Grade 5,350-842-6707,16.0,15-19,True
S09733,Kayla Guerra,2011-05-21,Grade 4,2168956484,14.0,0-14,True
S09734,Nathan Brown,2012-03-14,Grade 3,899-835-8939x5967,13.0,0-14,True
S09735,Mark Arnold,2009-06-28,Grade 1,(924)835-1499x52620,15.0,15-19,True
S09736,Nicholas Mcbride,2008-05-18,Grade 5,001-757-450-7558x3126,17.0,15-19,True
S09737,Peter Rivas Md,2012-04-18,Grade 1,995.816.4992x0478,13.0,0-14,True
S09738,John Mccann,2015-09-10,Grade 1,+1-539-888-4119x9770,9.0,0-14,True
S09739,Jeremiah Robinson,2010-05-27,Grade 4,001-240-714-9174,15.0,15-19,True
S09740,Hector Benjamin,2017-09-15,Grade 2,419-378-1997x94421,7.0,0-14,True
S09741,Crystal Bond,2014-07-25,Grade 3,703-387-6576x69975,10.0,0-14,True
S09742,James Woods,2012-12-20,Grade 5,(705)718-0498x254,12.0,0-14,True
S09743,Tony Brown,2014-02-21,Grade 5,001-720-238-4410,11.0,0-14,True
S09744,Jeffery Edwards,2016-06-18,Grade 4,+1-464-904-0667x838,9.0,0-14,True
S09745,Keith Anderson,2007-12-22,Grade 1,+1-515-504-5040,17.0,15-19,True
S09746,Shawn Jones,2008-08-06,Grade 5,001-424-757-7963,16.0,15-19,True
S09747,Heather Miller,2016-05-10,Grade 3,+1-711-941-0260x287,9.0,0-14,True
S09748,Samantha Benjamin,2017-02-05,Grade 2,+1-820-936-7839x56836,8.0,0-14,True
S09749,George Perez,2015-03-22,Grade 1,(427)837-7586,10.0,0-14,True
S09750,James Lawson,2012-04-06,Grade 3,+1-991-333-2151,13.0,0-14,True
S09751,Robert Nguyen,,Grade 3,(901)475-1273,,Unknown,True
S09752,Charlotte Anderson,2009-05-09,Grade 2,001-350-654-9691x150,16.0,15-19,True
S09753,Johnny Thomas,2014-09-01,Grade 3,(812)805-3991x38698,10.0,0-14,True
S09754,Jonathan Carpenter,2018-04-18,Grade 4,(755)728-9491,7.0,0-14,True
S09755,Eric Daniels,,Grade 5,351.493.9478x06341,,Unknown,True
S09756,Tina Foster,2013-12-16,Grade 2,963.754.6911,11.0,0-14,True
S09757,John Perez,2016-02-15,Grade 4,(397)832-9326x44735,9.0,0-14,True
S09758,Rachel Miller,2006-12-16,Grade 5,6213327993,18.0,15-19,True
S09759,Julie Mendoza,2008-08-23,Grade 4,001-677-760-6858x998,16.0,15-19,True
S09760,Steven Lee,,Grade 4,001-939-839-4436x00084,,Unknown,True
S09761,Lawrence Li,,Grade 1,+1-756-685-9350x084,,Unknown,True
S09762,Jonathan Smith,2006-11-26,Grade 5,001-355-958-8122,18.0,15-19,True
S09763,Jorge Garcia,2012-05-09,Grade 4,538-371-1284x07193,13.0,0-14,True
S09764,Kathleen Brooks,2017-11-28,Grade 5,3158792935,7.0,0-14,True
S09765,John Knight,2007-07-10,Grade 5,+1-447-455-9187x8900,17.0,15-19,True
S09766,Lori Johnson,2017-04-19,Grade 2,877.947.2333,8.0,0-14,True
S09767,Brett Fox,2010-05-17,Grade 2,3834924806,15.0,15-19,True
S09768,Robert Johnson,2019-03-03,Grade 3,8605405907,6.0,0-14,True
S09769,Sarah Myers,2010-09-22,Grade 3,330.672.8477x8116,14.0,0-14,True
S09770,Jenna Bradshaw,2013-12-06,Grade 3,655-973-4459x6102,11.0,0-14,True
S09771,James Hines,2017-08-06,Grade 3,+1-220-804-5343,7.0,0-14,True
S09772,Melvin Chase,2016-10-19,Grade 5,+1-646-770-6488,8.0,0-14,True
S09773,Tyler Lee,,Grade 3,(745)388-4033x03521,,Unknown,True
S09774,William Gonzales,2006-12-06,Grade 3,+1-832-763-6886x0694,18.0,15-19,True
S09775,Crystal Murphy,2012-05-24,Grade 2,001-683-958-3475x794,13.0,0-14,True
S09776,Kristen Wallace,2014-12-08,Grade 2,979-968-0304,10.0,0-14,True
S09777,Benjamin Tyler,2010-11-03,Grade 3,928.401.6646,14.0,0-14,True
S09778,Amy Jackson,2016-08-08,Grade 3,(573)751-0217,8.0,0-14,True
S09779,Mark King,2014-07-11,Grade 1,459-929-9738,10.0,0-14,True
S09780,Vincent Callahan,2015-10-13,Grade 3,+1-252-451-8114x74973,9.0,0-14,True
S09781,Christina Morgan,2007-01-01,Grade 2,(598)974-6070,18.0,15-19,True
S09782,Jessica King,2015-08-26,Grade 1,001-308-599-7027x438,9.0,0-14,True
S09783,Laurie Brown,2008-06-27,Grade 3,+1-592-451-2762,16.0,15-19,True
S09784,Richard Moran,2008-11-26,Grade 4,001-446-512-7216x23679,16.0,15-19,True
S09785,Melinda Arias,2007-09-18,Grade 4,+1-940-732-3391,17.0,15-19,True
S09786,Chelsey Gregory,2019-01-13,Grade 5,(722)442-5906x671,6.0,0-14,True
S09787,Ian Coleman,2006-09-12,Grade 4,Not Provided,18.0,15-19,True
S09788,Katherine Diaz,2008-11-04,Grade 4,951.509.5970,16.0,15-19,True
S09789,Daniel Smith,2010-04-18,Grade 3,Not Provided,15.0,15-19,True
S09790,Sara Mills,2010-01-15,Grade 5,(374)829-3631,15.0,15-19,True
S09791,Austin Hubbard,2014-08-07,Grade 4,(612)696-4544x952,10.0,0-14,True
S09792,Sean Garcia,2018-10-19,Grade 5,(295)565-7290x880,6.0,0-14,True
S09793,Alexander Yang,2017-09-14,Grade 2,(551)985-3971x93080,7.0,0-14,True
S09794,Laura Cochran,2014-03-04,Grade 3,001-831-253-2020,11.0,0-14,True
S09795,Elizabeth Mcdonald,2014-11-13,Grade 1,883.937.8307,10.0,0-14,True
S09796,Christina Ruiz,2018-07-17,Grade 2,(931)463-9674x3978,6.0,0-14,True
S09797,Christopher Wood,2013-05-07,Grade 3,924-498-2659,12.0,0-14,True
S09798,Charles Carroll,2011-12-25,Grade 3,803-588-6585x16612,13.0,0-14,True
S09799,Martin Washington,2009-01-02,Grade 2,6589450697,16.0,15-19,True
S09800,Herbert Hoover,2010-07-03,Grade 1,9606494829,14.0,0-14,True
S09801,Mary Palmer,2007-11-09,Grade 5,(311)255-2795,17.0,15-19,True
S09802,David Wilkins,,Grade 3,(641)535-3393,,Unknown,True
S09803,Ashley Yu,2018-09-12,Grade 4,+1-664-852-8939,6.0,0-14,True
S09804,Chad Mcdonald,2018-12-12,Grade 4,344-887-0422,6.0,0-14,True
S09805,Alexander Raymond,2012-12-05,Grade 5,Not Provided,12.0,0-14,True
S09806,Michael Mcdaniel,2013-01-31,Grade 1,001-918-394-1045x4124,12.0,0-14,True
S09807,Austin Deleon,2006-08-22,Grade 4,+1-616-253-2988x33253,18.0,15-19,True
S09808,Michael Nichols,2018-05-03,Grade 2,001-676-208-0261,7.0,0-14,True
S09809,Audrey Burke,2013-06-28,Grade 1,+1-239-919-7324x605,11.0,0-14,True
S09810,Andrea Hernandez,2013-11-10,Grade 5,8825547195,11.0,0-14,True
S09811,David Wang,,Grade 3,001-882-897-0631x453,,Unknown,True
S09812,Rachel Simmons,2016-05-12,Grade 4,+1-253-215-1919x672,9.0,0-14,True
S09813,Elizabeth Hebert Md,2014-05-06,Grade 3,+1-960-318-1153,11.0,0-14,True
S09814,Amy Delacruz,2011-06-07,Grade 5,001-658-272-4331x13353,14.0,0-14,True
S09815,Shawn Sullivan,2014-01-08,Grade 2,774.634.2303,11.0,0-14,True
S09816,Christopher Lee,2018-08-30,Grade 3,538-322-9233x199,6.0,0-14,True
S09817,Eric Gibson,2011-06-04,Grade 1,+1-638-340-7873x461,14.0,0-14,True
S09818,Mr. David Reed,2006-04-01,Grade 1,600.558.4995x57724,19.0,15-19,True
S09819,Savannah Russell,2012-06-15,Grade 1,Not Provided,13.0,0-14,True
S09820,Shannon Thomas,2014-02-04,Grade 4,495.405.4157x58425,11.0,0-14,True
S09821,Maria Molina,2016-02-07,Grade 5,001-240-420-0446x007,9.0,0-14,True
S09822,Peter Parrish,2008-08-11,Grade 2,(964)522-8892,16.0,15-19,True
S09823,Timothy Castillo,2014-02-01,Grade 3,748.704.4434x7070,11.0,0-14,True
S09824,Alexander Dyer,2009-01-31,Grade 1,001-337-264-8566,16.0,15-19,True
S09825,Alexis Weeks Dds,2006-04-14,Grade 4,211.372.4622x12695,19.0,15-19,True
S09826,Caitlin Fleming,2017-10-17,Grade 4,206.798.6012x20878,7.0,0-14,True
S09827,Andrew Rich,2007-09-10,Grade 4,209.728.8269x3435,17.0,15-19,True
S09828,Joyce Benton,2018-07-22,Grade 3,201.433.5111,6.0,0-14,True
S09829,Carl Stevens,2009-09-05,Grade 5,667.812.3469x59800,15.0,15-19,True
S09830,Patricia Patel,2012-10-04,Grade 1,001-886-291-9244,12.0,0-14,True
S09831,Michael White,,Grade 2,Not Provided,,Unknown,True
S09832,Dennis Smith,2012-09-12,Grade 3,(243)405-5534x542,12.0,0-14,True
S09833,Linda Sanchez,2011-03-10,Grade 2,8772853896,14.0,0-14,True
S09834,Mrs. Rebecca Bonilla,2010-11-29,Grade 1,726.416.8300x637,14.0,0-14,True
S09835,Sierra Ross,2015-02-21,Grade 3,922-947-1133,10.0,0-14,True
S09836,Jessica Smith,2015-07-24,Grade 1,(964)252-6389,9.0,0-14,True
S09837,Ryan Sandoval,2018-07-12,Grade 1,+1-830-897-6873x95425,6.0,0-14,True
S09838,Daniel Gomez,2017-05-14,Grade 2,+1-676-215-6018x17960,8.0,0-14,True
S09839,Corey Brady,2012-10-10,Grade 2,Not Provided,12.0,0-14,True
S09840,Felicia Torres,2006-05-10,Grade 4,810-615-9484,19.0,15-19,True
S09841,Ann Zuniga,2018-09-13,Grade 3,(301)370-8797,6.0,0-14,True
S09842,Mr. Eddie Powers,2016-08-10,Grade 4,(973)241-5873,8.0,0-14,True
S09843,Ryan Henry,2011-11-19,Grade 3,001-371-512-6005x7157,13.0,0-14,True
S09844,Catherine Ramirez,,Grade 5,001-355-519-0860x5171,,Unknown,True
S09845,Rebecca Green,2017-02-11,Grade 1,9429836287,8.0,0-14,True
S09846,Tracy Nash,2010-08-19,Grade 1,550-562-9023x195,14.0,0-14,True
S09847,Timothy Freeman,2014-03-27,Grade 3,318.962.2389,11.0,0-14,True
S09848,Kelly Matthews,2016-04-18,Grade 5,Not Provided,9.0,0-14,True
S09849,Virginia Harris,2010-01-17,Grade 5,+1-864-338-3394x23487,15.0,15-19,True
S09850,Christopher Clarke,2018-02-06,Grade 3,+1-222-942-2525,7.0,0-14,True
S09851,Timothy Mcdonald,2010-01-04,Grade 5,422-582-8194x626,15.0,15-19,True
S09852,Robert Daniels,2008-09-10,Grade 5,291-255-4874x95554,16.0,15-19,True
S09853,Kristy Miller,2013-03-31,Grade 1,(789)807-8464x38904,12.0,0-14,True
S09854,Brandon Daniels,2006-06-24,Grade 2,(743)514-5704x1345,19.0,15-19,True
S09855,Monica Brown,2009-08-18,Grade 5,523.979.0602,15.0,15-19,True
S09856,Andres Durham,2010-10-02,Grade 4,(703)312-0716,14.0,0-14,True
S09857,Brett Klein,2016-02-19,Grade 2,+1-319-757-0281,9.0,0-14,True
S09858,Jamie Andersen,2010-06-03,Grade 4,359.301.0130,15.0,15-19,True
S09859,Dawn Hudson,2016-01-06,Grade 4,+1-515-870-7525x745,9.0,0-14,True
S09860,Melissa Werner,2014-09-21,Grade 3,975.754.7940x7164,10.0,0-14,True
S09861,Stephen Branch,2006-06-13,Grade 2,001-850-897-9162x150,19.0,15-19,True
S09862,Jenna Davenport,2013-08-14,Grade 1,001-472-488-4956x4581,11.0,0-14,True
S09863,Joseph Bradford Dds,2008-07-14,Grade 3,001-605-786-5953,16.0,15-19,True
S09864,Ronald Hopkins,2016-07-13,Grade 3,(430)683-0588x3349,8.0,0-14,True
S09865,Jonathan Robinson,2017-05-05,Grade 2,001-443-267-8183x59305,8.0,0-14,True
S09866,Crystal Parrish,2018-06-24,Grade 5,+1-781-421-7401x31664,7.0,0-14,True
S09867,Nancy Garcia,2009-02-17,Grade 1,(887)305-9874x66980,16.0,15-19,True
S09868,Joshua Jones,,Grade 3,312-371-4301x09607,,Unknown,True
S09869,Ashley Wright,,Grade 1,001-399-423-4193,,Unknown,True
S09870,Katherine Barnes,2009-10-21,Grade 1,9088054800,15.0,15-19,True
S09871,Kelsey Lyons,2006-09-27,Grade 4,(303)896-4761,18.0,15-19,True
S09872,Samuel Proctor,2018-10-09,Grade 3,001-587-654-5426x9223,6.0,0-14,True
S09873,Gregory James,2016-09-03,Grade 3,627-356-1276x6113,8.0,0-14,True
S09874,Joshua Mclaughlin,2007-06-26,Grade 5,+1-815-681-0406x206,18.0,15-19,True
S09875,Thomas Bass,2018-07-26,Grade 3,Not Provided,6.0,0-14,True
S09876,Cody Hernandez,2013-03-15,Grade 1,(288)548-2003x2588,12.0,0-14,True
S09877,Katherine Mitchell,2013-03-09,Grade 3,+1-479-691-1426,12.0,0-14,True
S09878,Jessica Murphy,2018-12-05,Grade 3,001-733-843-8066x501,6.0,0-14,True
S09879,Jesse Williams,2018-06-28,Grade 4,Not Provided,6.0,0-14,True
S09880,Joanne Newton,,Grade 2,(260)666-9523,,Unknown,True
S09881,Claudia Larson,2013-06-06,Grade 3,553.946.3077,12.0,0-14,True
S09882,Amber Ross,2015-11-15,Grade 4,+1-410-691-8869x3816,9.0,0-14,True
S09883,Jason Bates,2018-12-15,Grade 1,244-464-9942x519,6.0,0-14,True
S09884,Amy Williams,2009-12-22,Grade 4,Not Provided,15.0,15-19,True
S09885,Steven Martin,2009-12-08,Grade 2,669.253.9967x98028,15.0,15-19,True
S09886,David Moore,,Grade 2,2359817124,,Unknown,True
S09887,John Bridges,2019-02-10,Grade 5,+1-571-366-3025x9630,6.0,0-14,True
S09888,Teresa Warner,2011-04-30,Grade 4,+1-862-529-1868x0203,14.0,0-14,True
S09889,Thomas Choi,2017-08-26,Grade 3,4599936741,7.0,0-14,True
S09890,Christina Brooks,2011-03-07,Grade 4,(941)304-6056,14.0,0-14,True
S09891,Ashley Braun,2013-04-29,Grade 4,718-291-2184x785,12.0,0-14,True
S09892,Andrew Valentine,2013-07-01,Grade 3,001-995-501-9418,11.0,0-14,True
S09893,Kenneth Miles,2009-03-30,Grade 2,513.222.2584x801,16.0,15-19,True
S09894,Tom Macias,2016-04-05,Grade 3,(549)422-7311,9.0,0-14,True
S09895,Angela Galvan,2015-02-11,Grade 1,+1-634-401-3919x811,10.0,0-14,True
S09896,Amber Jackson,2016-07-23,Grade 1,721-936-3618x66277,8.0,0-14,True
S09897,Roger Weeks,2009-11-04,Grade 4,7129987586,15.0,15-19,True
S09898,Nathan Evans,2016-03-12,Grade 3,+1-592-734-9556x0541,9.0,0-14,True
S09899,Scott Robinson,2008-09-30,Grade 3,+1-308-476-1645,16.0,15-19,True
S09900,Billy Bowen,2016-02-02,Grade 4,329-249-5187x83131,9.0,0-14,True
S09901,David Rodriguez,2016-07-31,Grade 1,813-375-2484,8.0,0-14,True
S09902,Kayla Lopez,2007-02-17,Grade 3,(952)387-9664,18.0,15-19,True
S09903,Donna Trevino,2018-05-05,Grade 1,430.277.8157x366,7.0,0-14,True
S09904,Christopher Schmitt,2017-07-06,Grade 4,+1-899-365-2370,7.0,0-14,True
S09905,Kristie Mason,2006-12-16,Grade 3,987-494-9015,18.0,15-19,True
S09906,Amanda Lyons,2015-03-24,Grade 1,(637)445-2218x845,10.0,0-14,True
S09907,Deanna Baxter,2012-06-07,Grade 3,(480)490-6511x6272,13.0,0-14,True
S09908,Lauren Ramirez,2014-06-01,Grade 1,8008416589,11.0,0-14,True
S09909,Kaitlyn Logan,2011-12-18,Grade 1,523.898.8898x6359,13.0,0-14,True
S09910,Timothy Castillo,2015-06-07,Grade 1,831.512.8567,10.0,0-14,True
S09911,Gregory Garrett,2007-08-24,Grade 3,+1-209-366-0176,17.0,15-19,True
S09912,Katherine Lee,2012-10-25,Grade 1,391.569.0978x0007,12.0,0-14,True
S09913,Heather Jones,2011-08-08,Grade 5,001-382-497-5611x3841,13.0,0-14,True
S09914,Megan Mathews,2008-09-07,Grade 2,759-708-3368x572,16.0,15-19,True
S09915,Anna Johnson,2014-07-27,Grade 3,467.321.2836,10.0,0-14,True
S09916,Becky Jarvis,2012-01-26,Grade 5,839.232.7169,13.0,0-14,True
S09917,Nicole Armstrong,2019-02-08,Grade 3,(272)389-9923,6.0,0-14,True
S09918,Annette Ramos,2018-04-12,Grade 1,946.769.0893,7.0,0-14,True
S09919,Samantha Davis,2017-01-02,Grade 5,645.921.2023x0321,8.0,0-14,True
S09920,Linda Clark,2006-10-23,Grade 4,(704)715-3327,18.0,15-19,True
S09921,Emma Daniels,2015-07-21,Grade 1,537-752-0439x32111,9.0,0-14,True
S09922,Brandon Davis,,Grade 2,(548)306-4822x54354,,Unknown,True
S09923,Michael Navarro Dvm,2008-02-16,Grade 4,(594)418-8660x9885,17.0,15-19,True
S09924,Jasmin Cantu,2014-08-23,Grade 5,909-622-4507,10.0,0-14,True
S09925,Shannon Lam,,Grade 4,001-593-993-7855x776,,Unknown,True
S09926,Austin Bennett,2018-07-24,Grade 3,(264)711-6275x3767,6.0,0-14,True
S09927,Rebecca Robles,2016-06-21,Grade 3,396-628-9070,9.0,0-14,True
S09928,Alexis Carter,,Grade 1,546-312-5029x339,,Unknown,True
S09929,Sarah Barnes,2019-03-09,Grade 3,5127020164,6.0,0-14,True
S09930,Jennifer Spence,2015-02-16,Grade 1,001-791-916-3906x1140,10.0,0-14,True
S09931,Angela Harris,2014-09-01,Grade 2,538-908-8287x4869,10.0,0-14,True
S09932,Timothy Gonzalez,2012-01-20,Grade 5,+1-375-712-2963x83436,13.0,0-14,True
S09933,Zachary Santos,2009-08-29,Grade 3,(421)355-2912x063,15.0,15-19,True
S09934,Anthony Hansen,2011-08-20,Grade 4,001-377-783-2072x97421,13.0,0-14,True
S09935,Ryan Fuller,,Grade 5,467.993.1944,,Unknown,True
S09936,Stephen Anderson,2007-10-06,Grade 1,(781)756-4504x38263,17.0,15-19,True
S09937,Brandon Roy,2015-11-28,Grade 2,Not Provided,9.0,0-14,True
S09938,Sandy Roberts,2015-02-03,Grade 5,001-932-393-3756,10.0,0-14,True
S09939,Veronica Daniels,2017-08-25,Grade 3,(809)215-0386x7166,7.0,0-14,True
S09940,Katie Castro,,Grade 1,316.476.3258x8988,,Unknown,True
S09941,Matthew Gardner,2017-11-28,Grade 1,+1-359-396-7499x798,7.0,0-14,True
S09942,William Hughes,,Grade 4,528-408-4323x72045,,Unknown,True
S09943,Angela Weiss,2010-01-04,Grade 3,(797)926-2210,15.0,15-19,True
S09944,Amanda Morgan,2006-05-27,Grade 5,967.868.3852x091,19.0,15-19,True
S09945,Kathryn Shepard,2009-07-18,Grade 4,9589803347,15.0,15-19,True
S09946,Kristin Mckay,2006-03-15,Grade 1,+1-514-958-3678x1042,19.0,15-19,True
S09947,Kelly Jenkins,2016-11-12,Grade 2,+1-529-871-3385,8.0,0-14,True
S09948,Terry Avila,2014-08-28,Grade 3,001-813-829-5349,10.0,0-14,True
S09949,Debra Perez,2011-01-25,Grade 1,Not Provided,14.0,0-14,True
S09950,Rachel Moran,2007-12-18,Grade 2,(758)325-7098x351,17.0,15-19,True
S09951,Douglas Kim,2018-10-04,Grade 1,406-595-3621,6.0,0-14,True
S09952,Patrick Tucker,2009-09-13,Grade 4,Not Provided,15.0,15-19,True
S09953,Stephanie Howe,2010-07-20,Grade 1,7382512160,14.0,0-14,True
S09954,William Riley,2011-07-28,Grade 1,224-974-7600,13.0,0-14,True
S09955,Michael Evans,2016-02-27,Grade 4,Not Provided,9.0,0-14,True
S09956,Jason Pierce,2018-03-12,Grade 5,491.629.1694x574,7.0,0-14,True
S09957,Tracy Key,2017-12-19,Grade 3,(887)449-8846x0023,7.0,0-14,True
S09958,Matthew Hartman,2015-07-12,Grade 2,(394)950-6482,9.0,0-14,True
S09959,Joseph Perez,,Grade 2,531-954-7665x676,,Unknown,True
S09960,John Wilson,2016-08-13,Grade 4,6713974847,8.0,0-14,True
S09961,Andrea Mullen,2016-08-28,Grade 3,+1-383-488-5589x8603,8.0,0-14,True
S09962,Bradley Smith,2010-05-08,Grade 1,847.534.1074x75765,15.0,15-19,True
S09963,Brittney Lopez,2007-07-21,Grade 4,001-802-772-0496x5576,17.0,15-19,True
S09964,Mrs. Suzanne Sims,2013-03-14,Grade 4,(631)889-2624,12.0,0-14,True
S09965,Shane Robinson,2013-12-15,Grade 5,227.961.5840x39089,11.0,0-14,True
S09966,Jaclyn Myers,,Grade 4,476-754-5786x146,,Unknown,True
S09967,Christopher Adams,,Grade 4,+1-664-503-2652x640,,Unknown,True
S09968,Stacy Johnson,2011-01-24,Grade 5,632-833-3791,14.0,0-14,True
S09969,David Baldwin,2013-08-17,Grade 5,001-684-563-0689,11.0,0-14,True
S09970,James Nelson,2011-03-19,Grade 4,227-745-0783,14.0,0-14,True
S09971,Christopher Miller,2015-06-04,Grade 1,598.367.7994x945,10.0,0-14,True
